Week,a.influenza,acute.bronchitis,body.temperature,braun.thermoscan,break.a.fever,bronchitis,chest.cold,cold.and.flu,cold.or.flu,cold.versus.flu,cold.vs.flu,contagious.flu,cough.fever,cure.flu,cure.the.flu,dangerous.fever,do.i.have.the.flu,ear.thermometer,early.flu.symptoms,expectorant,exposed.to.flu,fever.cough,fever.flu,fever.reducer,fight.the.flu,flu.and.cold,flu.and.fever,flu.care,flu.children,flu.complications,flu.contagious.period,flu.contagious,flu.cough,flu.duration,flu.fever,flu.germs,flu.headache,flu.how.long,flu.in.children,flu.incubation.period,flu.incubation,flu.lasts,flu.length,flu.medicine,flu.or.cold,flu.recovery,flu.relief,flu.remedies,flu.remedy,flu.report,flu.reports,flu.symptoms,flu.test,flu.treatment,flu.treatments,flu.versus.cold,flu.vs.cold,get.over.the.flu,get.rid.of.the.flu,having.the.flu,high.fever,how.long.contagious,how.long.does.flu.last,how.long.does.the.flu.last,how.long.flu,how.long.is.flu.contagious,how.long.is.the.flu.contagious,how.long.is.the.flu,how.to.get.rid.of.the.flu,how.to.treat.flu,how.to.treat.the.flu,human.temperature,i.have.the.flu,incubation.period.for.flu,incubation.period.for.the.flu,influenza.a.and.b,influenza.a,influenza.contagious,influenza.incubation.period,influenza.incubation,influenza.symptoms,influenza.treatment,influenza.type.a,is.flu.contagious,low.body,medicine.for.flu,medicine.for.the.flu,normal.body.temperature,normal.body,oscillococcinum,over.the.counter.flu.medicine,over.the.counter.flu,painful.cough,pneumonia,rapid.flu,reduce.a.fever,reduce.fever,remedies.for.flu,remedies.for.the.flu,respiratory.flu,robitussin,signs.of.flu,signs.of.the.flu,sinus.infections,sinus,strep.throat,strep,symptoms.of.bronchitis,symptoms.of.flu,symptoms.of.influenza,symptoms.of.pneumonia,symptoms.of.the.flu,taking.temperature,tessalon,the.flu.virus,the.flu,thermoscan,treat.flu,treat.the.flu,treating.flu,treating.the.flu,treatment.for.flu,treatment.for.the.flu,tussin,tussionex,type.a.influenza,upper.respiratory,walking.pneumonia,what.to.do.if.you.have.the.flu,TOTAL PATIENTS
22-03-2014,9,62,62,45,30,51,49,28,19,6,12,9,40,4,5,38,13,50,12,54,9,40,17,49,9,28,27,6,2,3,5,9,15,7,17,9,20,13,3,2,2,10,5,17,19,11,31,22,22,3,1,2,4,5,3,6,12,21,21,21,59,26,17,14,13,9,7,8,24,13,17,71,16,3,7,10,9,5,10,6,12,14,10,8,80,22,14,43,70,23,7,10,34,61,5,56,47,27,18,6,36,7,10,32,74,77,82,50,2,15,48,5,40,50,9,5,38,13,16,6,8,7,13,32,30,10,63,54,17,803374
29-03-2014,10,69,65,37,35,51,46,27,18,4,12,9,42,3,7,44,15,53,9,49,11,42,15,41,12,27,24,7,3,4,4,9,14,9,15,9,20,14,3,2,2,7,4,18,18,15,30,20,20,2,1,2,4,5,4,4,12,15,17,20,57,26,19,13,14,8,8,10,17,17,13,74,18,3,9,12,10,5,6,5,11,24,9,9,80,23,20,48,72,23,14,13,51,60,9,49,42,18,16,8,40,6,9,31,76,78,85,48,2,14,47,5,45,47,9,5,33,16,16,8,12,6,9,38,28,9,67,50,11,805133
05-04-2014,11,64,63,33,28,51,42,26,17,7,12,9,47,3,6,42,12,46,11,46,10,47,18,45,7,26,22,6,2,3,4,9,15,9,18,10,21,13,3,2,2,10,5,16,17,11,31,20,16,2,0,2,3,4,4,7,12,20,22,16,62,25,19,14,13,8,8,10,24,15,15,71,20,3,7,7,11,6,7,7,11,15,10,10,81,21,16,49,73,23,18,14,34,59,5,55,45,23,16,8,37,5,8,25,70,78,83,49,2,14,42,5,42,42,9,5,37,13,13,9,9,5,15,36,24,10,65,50,17,797863
12-04-2014,11,58,63,37,32,51,43,24,18,6,9,9,47,3,5,42,11,48,9,44,9,47,14,40,8,24,25,5,2,1,6,9,15,8,14,7,19,12,2,2,2,11,5,14,18,7,14,17,10,2,0,2,4,5,2,6,9,20,20,19,59,26,17,15,12,7,6,9,19,18,17,69,16,3,11,11,11,6,6,6,13,22,9,8,80,21,21,47,72,16,8,10,47,58,6,53,45,18,11,9,35,5,8,25,71,77,84,48,2,17,41,4,36,46,7,4,34,12,17,5,5,7,11,33,26,9,65,47,13,809707
19-04-2014,9,59,62,30,31,47,40,21,13,9,10,8,41,2,5,38,10,37,8,51,5,41,15,40,6,21,23,5,2,3,5,8,15,8,15,7,18,11,2,2,2,6,7,11,13,10,19,19,10,2,1,2,4,4,3,9,10,14,17,13,56,24,16,13,11,7,5,8,19,13,12,63,14,3,6,11,9,7,6,6,13,15,10,8,71,16,13,48,69,15,8,10,37,57,5,41,47,21,11,7,33,4,6,22,67,73,79,46,2,21,39,4,47,46,6,4,30,13,14,3,9,7,16,32,26,10,58,45,11,773101
26-04-2014,9,50,63,26,28,45,42,23,14,9,7,7,40,2,4,46,11,46,9,48,5,40,15,38,6,23,25,5,1,5,5,7,14,6,15,9,17,10,2,1,1,10,3,12,14,8,17,15,13,2,1,2,3,4,4,9,7,12,17,14,60,23,15,12,10,4,5,8,16,12,10,74,14,2,3,11,9,6,4,4,12,20,11,7,79,14,12,41,68,15,8,8,38,55,4,47,45,14,8,6,32,5,8,23,69,73,79,42,2,17,37,4,46,43,7,4,29,9,11,6,8,6,14,37,26,11,63,46,8,770592
03-05-2014,8,55,61,30,27,45,38,19,14,6,8,5,36,2,4,44,6,39,6,45,8,36,12,39,6,20,19,4,1,3,3,5,12,6,12,9,15,9,1,1,1,9,3,11,14,9,13,14,9,2,0,2,3,4,3,6,8,8,10,15,59,22,12,11,9,4,3,7,9,13,11,76,11,2,6,6,8,4,4,3,11,20,7,5,76,15,12,41,70,15,12,9,36,55,4,37,35,16,12,6,30,4,6,22,63,75,79,42,2,14,35,3,44,43,7,3,27,11,12,6,8,6,14,35,25,7,58,43,8,766139
10-05-2014,8,49,59,25,28,41,33,15,12,2,5,5,37,2,4,43,9,45,4,35,6,37,12,37,5,15,21,3,1,2,3,5,10,5,12,6,17,8,2,1,1,3,2,9,12,8,21,13,9,2,0,2,3,3,4,2,5,8,12,16,60,22,10,8,8,4,4,6,16,11,13,68,13,2,3,11,8,3,6,7,9,15,6,6,75,13,7,39,65,12,8,6,33,52,3,37,38,19,13,6,29,3,5,21,64,74,80,39,1,13,33,3,43,41,7,3,26,10,11,6,8,4,12,33,28,6,53,44,7,737834
17-05-2014,7,47,60,32,31,39,32,16,9,5,7,5,39,2,3,34,7,49,6,36,5,39,11,42,7,16,16,4,1,1,3,5,9,4,11,4,13,7,1,1,1,6,4,8,9,4,14,12,6,1,0,1,2,3,3,5,7,7,12,10,58,20,10,9,7,4,5,7,10,8,7,64,10,2,6,3,7,3,3,5,8,16,7,5,70,11,11,40,60,10,4,5,34,48,5,32,39,14,10,5,27,3,4,19,61,73,77,33,1,10,29,2,52,40,6,3,29,6,9,4,4,3,15,33,24,7,56,44,5,708049
24-05-2014,6,48,53,22,25,40,30,17,8,3,6,4,38,2,2,41,7,43,4,48,4,38,9,36,6,17,12,3,1,2,2,4,9,5,9,5,13,7,1,1,1,3,3,9,8,4,11,13,9,1,1,1,2,3,4,3,6,8,9,15,58,21,10,9,7,3,2,6,11,8,8,54,11,1,2,5,6,2,2,3,7,9,6,5,65,14,12,37,63,12,9,5,32,46,4,42,41,14,5,6,29,3,4,23,63,74,78,37,1,11,27,2,38,41,5,3,31,6,6,4,5,5,10,28,23,6,53,37,6,679395
31-05-2014,5,42,51,23,24,38,33,15,6,6,5,4,34,1,2,31,4,43,4,36,6,34,9,34,3,15,16,3,1,1,3,4,8,5,9,4,12,6,0,1,1,4,2,6,6,5,15,11,8,1,0,1,2,2,4,6,5,9,11,11,60,21,8,8,6,3,2,5,11,9,8,56,7,2,2,4,5,4,5,4,6,10,5,4,62,10,6,38,57,11,7,4,23,45,3,35,35,12,9,2,27,3,4,21,58,67,72,31,1,8,28,2,31,40,4,2,27,6,6,3,3,3,6,22,23,5,48,38,7,624582
07-06-2014,4,44,51,32,24,36,32,15,9,7,6,3,33,2,2,36,4,44,7,35,2,33,8,40,3,15,17,3,1,1,1,3,8,3,8,4,9,5,0,0,1,4,5,6,9,2,9,9,5,1,0,1,2,2,3,7,6,7,9,9,57,21,7,6,5,2,2,4,8,4,7,48,8,2,1,9,4,4,2,2,4,11,4,3,64,7,5,39,58,11,6,6,26,44,3,32,38,8,5,6,27,2,3,20,58,64,70,31,1,7,25,2,45,40,3,2,32,6,4,4,8,3,11,25,24,4,48,36,6,631143
14-06-2014,3,32,48,22,24,31,28,11,6,3,3,2,28,1,2,33,3,27,4,32,1,29,8,31,4,11,16,3,1,2,3,2,7,3,8,6,11,4,0,1,1,5,2,5,6,3,13,8,7,1,1,1,2,2,2,3,3,8,11,6,52,18,7,5,4,1,1,3,5,6,6,44,7,1,3,3,3,4,4,3,5,9,3,2,67,7,2,28,72,8,4,3,23,40,4,40,34,8,3,5,25,1,3,18,53,58,64,27,1,5,24,2,39,35,4,2,21,6,5,4,6,4,5,28,26,3,47,35,4,635233
21-06-2014,3,39,48,25,22,30,27,13,5,6,5,3,28,2,2,39,3,36,4,34,3,28,9,26,2,13,12,3,1,1,2,3,7,3,9,4,13,4,0,0,0,11,4,6,5,5,10,9,6,1,0,1,2,2,2,6,5,3,8,3,55,19,6,5,4,2,1,4,10,6,5,45,7,1,2,5,3,1,2,1,4,8,2,3,64,8,4,33,59,9,7,3,26,39,4,32,30,9,4,4,23,2,3,17,54,59,65,27,1,8,21,1,32,33,3,2,27,5,6,4,6,2,6,29,17,2,42,33,8,593740
28-06-2014,3,35,47,26,26,28,30,12,8,4,4,3,26,2,2,27,2,37,3,29,4,26,8,33,3,12,15,3,1,3,3,3,5,2,8,4,9,4,1,1,1,9,1,7,7,4,11,7,7,1,1,1,1,2,1,4,4,7,9,3,55,21,7,4,4,2,1,3,8,5,3,39,6,1,1,5,3,2,2,3,3,8,4,2,68,8,6,35,53,8,7,4,19,38,2,42,38,9,9,3,23,2,3,18,51,55,61,27,1,7,24,1,38,32,3,2,29,3,2,1,3,2,5,31,19,4,46,31,8,596063
05-07-2014,3,36,45,21,25,26,25,11,9,3,6,3,23,2,2,24,2,31,4,26,3,23,6,32,3,11,13,2,1,1,2,3,5,4,6,2,9,4,1,1,1,4,1,5,9,4,5,7,7,1,0,1,1,2,2,3,6,4,5,8,55,22,6,4,4,2,2,3,4,6,6,44,5,1,2,3,3,1,2,2,3,5,4,2,62,5,4,35,51,6,4,3,19,36,5,33,35,9,6,3,22,2,2,15,48,53,57,21,1,4,19,1,31,32,2,2,25,5,4,3,6,1,4,22,17,4,36,32,4,538049
12-07-2014,3,34,47,18,22,27,27,10,5,3,4,3,24,1,2,34,5,38,5,34,3,24,8,26,4,10,12,3,1,2,2,3,5,2,8,2,9,3,1,0,0,4,1,4,5,3,12,5,7,1,0,1,1,2,1,3,4,6,7,8,53,20,5,3,3,1,2,2,8,6,3,41,4,1,3,2,3,1,1,1,3,7,4,3,65,6,4,33,52,9,4,3,18,39,3,40,33,5,2,2,21,2,2,18,51,55,59,25,1,3,22,1,36,30,3,2,28,4,5,5,5,2,4,28,20,4,39,31,3,601116
19-07-2014,3,31,47,28,20,25,27,12,4,3,5,2,21,2,3,35,4,38,4,25,3,21,7,33,2,12,12,3,1,2,1,2,5,2,7,2,11,3,0,0,0,5,3,4,4,3,7,6,8,1,1,1,1,1,3,3,5,4,7,5,51,22,4,3,3,1,1,2,7,5,3,44,8,1,2,2,3,3,1,1,2,6,3,2,64,6,6,35,55,7,7,3,20,37,2,29,33,6,6,3,22,1,2,18,49,52,58,18,1,3,21,1,37,30,2,1,27,5,5,3,4,1,2,28,20,3,42,30,5,592305
26-07-2014,4,27,48,29,21,26,28,10,5,3,5,2,19,1,1,26,1,37,5,28,2,19,7,34,3,10,9,2,1,1,3,2,5,2,7,2,10,3,0,0,0,5,2,5,5,2,10,6,5,0,0,1,2,2,2,3,5,4,3,7,50,22,4,3,3,2,2,3,3,6,6,44,5,1,1,3,4,1,1,2,2,5,2,2,61,7,5,38,56,8,6,4,16,36,4,26,32,4,8,3,23,2,2,16,50,52,58,23,1,4,20,1,35,30,2,2,21,3,4,3,9,2,5,21,17,2,41,30,3,591814
02-08-2014,3,30,46,31,24,24,25,11,6,3,4,2,19,1,2,19,4,37,8,31,2,19,8,34,4,12,10,4,1,1,2,2,5,1,8,3,8,3,1,0,0,5,2,6,6,2,8,6,5,1,1,1,1,2,2,3,4,4,8,8,53,21,4,3,3,2,2,3,6,3,3,43,7,0,1,3,3,1,2,3,2,7,3,3,63,5,5,37,51,10,4,3,17,37,2,30,29,8,4,2,21,2,3,14,50,50,56,23,1,2,18,1,28,29,3,2,35,4,5,3,4,2,8,27,21,3,42,30,3,603580
09-08-2014,3,33,46,32,20,26,29,13,8,3,5,2,19,1,1,29,4,37,7,28,2,19,8,33,5,13,10,3,1,1,3,2,5,3,8,5,11,4,0,1,0,4,3,6,8,5,12,7,8,0,1,1,2,2,2,3,5,2,5,5,51,23,5,2,4,2,2,3,5,6,6,51,6,1,2,4,3,2,3,2,2,5,2,3,63,7,9,35,53,8,5,3,26,37,3,26,31,9,4,3,23,2,4,16,52,51,57,24,1,3,21,2,39,31,3,2,30,5,6,4,3,3,2,28,17,2,38,30,7,605307
16-08-2014,2,32,46,25,24,27,27,15,8,8,4,3,18,1,2,33,4,36,5,24,2,18,7,35,3,15,11,4,1,1,2,3,6,1,7,4,11,4,1,0,0,4,2,5,8,4,12,7,11,1,1,1,1,2,3,8,4,3,4,6,47,19,5,3,4,1,1,2,5,5,2,35,7,1,1,4,2,1,3,3,3,6,1,2,62,5,4,37,51,11,4,3,17,38,1,26,33,9,4,4,22,3,4,16,51,48,56,23,1,3,20,1,30,30,2,2,24,4,3,1,3,2,2,26,16,1,40,31,5,586778
23-08-2014,3,29,53,36,16,28,31,14,8,3,4,3,21,2,2,26,2,42,6,33,5,21,8,34,3,14,13,4,1,1,2,3,6,3,8,4,11,4,1,1,1,7,3,6,8,2,12,8,5,1,1,1,2,2,1,3,4,4,7,7,51,19,5,3,4,1,1,3,6,7,5,54,5,1,4,3,3,1,3,3,3,10,3,2,63,8,5,43,58,8,3,4,23,41,2,23,33,8,9,4,24,2,2,19,56,53,58,22,1,1,21,1,32,32,3,2,28,7,7,2,4,3,5,27,22,3,44,30,5,635980
30-08-2014,3,39,59,31,21,31,32,20,11,4,7,2,22,2,3,24,4,41,7,37,1,22,8,27,7,20,14,5,1,1,3,2,6,3,8,5,13,5,1,0,0,4,3,7,11,4,14,9,9,1,1,1,2,2,3,4,7,5,9,5,53,20,5,4,5,2,2,3,10,5,5,61,8,0,1,6,3,1,1,2,3,8,5,2,66,11,6,44,65,12,2,4,24,43,2,22,24,9,4,4,25,2,3,17,56,55,61,28,1,4,24,2,43,36,3,2,24,4,4,3,4,2,5,27,20,5,49,35,6,640080
06-09-2014,4,38,63,31,26,34,38,21,10,8,11,3,27,2,2,27,3,46,4,38,2,27,9,31,4,21,15,6,2,2,3,3,8,2,9,3,13,5,1,0,0,7,2,9,10,3,19,12,10,1,1,1,2,2,1,8,11,5,13,10,49,19,6,4,5,1,1,4,12,7,5,71,6,1,1,3,4,2,2,2,5,16,3,2,66,9,7,51,67,13,6,6,28,46,3,42,39,12,7,4,29,3,4,19,58,58,61,30,1,4,28,2,39,33,4,2,30,6,5,4,4,2,6,36,20,3,44,36,8,578913
13-09-2014,6,45,69,41,28,37,43,27,13,3,10,3,26,2,3,35,7,42,7,40,4,26,10,30,5,27,15,9,4,3,2,3,9,4,10,4,15,7,4,1,0,15,4,12,13,4,14,11,9,1,1,1,3,2,2,3,10,9,10,7,49,21,9,5,7,3,2,3,10,9,8,75,8,1,3,6,6,3,3,3,5,14,5,3,71,13,12,55,71,14,8,8,20,52,4,34,29,10,6,21,29,3,4,22,61,59,65,30,1,8,30,2,52,38,8,3,31,7,11,4,5,4,9,30,24,5,100,42,8,695966
20-09-2014,7,51,73,37,26,40,50,34,16,5,13,5,30,2,4,34,7,50,6,48,3,30,13,34,5,34,20,11,4,3,4,5,13,3,13,9,13,10,3,1,1,7,6,15,16,4,17,11,12,2,1,2,3,3,4,5,13,9,10,14,55,23,11,7,10,2,2,7,9,10,8,85,11,1,3,5,7,1,3,3,6,21,5,4,76,14,11,55,75,14,8,5,25,54,8,39,37,14,10,21,32,4,6,20,66,63,68,39,1,9,33,3,43,45,8,5,34,7,8,6,6,5,4,34,26,5,80,43,7,696282
27-09-2014,7,48,70,37,21,41,50,31,20,7,16,5,28,1,3,29,7,58,9,53,7,28,15,30,16,31,22,13,5,3,3,5,13,6,15,9,17,11,3,1,1,7,5,13,20,6,27,13,11,2,2,2,4,4,4,7,16,8,12,14,51,22,12,8,11,3,2,6,13,8,7,79,13,1,1,9,7,2,3,4,6,12,4,5,73,14,12,52,78,22,7,6,32,56,4,27,35,13,8,19,35,4,6,21,64,63,67,37,2,9,31,3,50,43,8,5,31,9,10,3,7,5,12,36,26,4,71,43,6,683887
04-10-2014,7,46,69,37,22,42,46,35,21,9,18,5,30,3,6,30,10,43,12,46,5,30,17,34,9,35,24,15,6,4,4,5,15,5,17,10,19,12,4,1,1,11,6,16,21,7,26,16,12,3,1,2,5,5,3,9,18,15,12,20,52,23,11,9,12,3,4,8,11,7,6,82,16,1,4,9,7,3,3,3,9,20,4,4,72,16,13,52,76,16,7,5,22,60,7,32,35,15,8,15,35,5,7,17,63,63,67,40,2,10,38,4,42,44,12,7,30,8,7,6,8,7,10,35,25,4,75,45,12,841540
11-10-2014,8,48,74,32,26,44,48,38,23,12,24,8,33,4,6,46,15,43,10,51,6,33,21,37,8,38,29,22,8,6,3,8,17,6,21,6,27,16,4,2,2,10,6,17,23,8,21,16,15,3,2,3,5,4,3,12,24,10,12,21,56,26,15,10,16,4,4,10,11,11,11,87,21,2,4,11,8,3,8,5,8,17,6,8,77,16,16,54,83,23,8,11,25,63,11,30,35,18,10,16,33,7,10,20,65,66,68,43,3,12,39,5,56,43,15,8,39,10,12,4,4,5,12,32,27,6,68,49,7,828544
18-10-2014,10,44,79,35,24,44,42,33,19,9,25,10,40,5,8,33,13,60,13,53,9,40,26,36,11,33,32,21,8,5,8,10,20,5,26,15,33,17,5,2,2,8,6,19,19,8,24,16,17,4,2,3,6,5,4,9,25,19,11,19,63,29,16,11,17,5,5,10,12,16,15,92,22,4,11,9,10,6,6,7,14,20,3,10,83,20,16,76,90,17,10,9,37,63,8,36,40,18,13,12,34,6,8,20,61,65,69,46,3,20,40,6,51,49,19,10,42,14,14,7,8,6,15,38,28,3,67,47,6,845727
25-10-2014,10,45,78,44,27,45,46,31,21,13,21,8,40,4,7,35,11,55,12,49,5,40,23,33,12,31,31,17,7,6,6,8,18,6,23,12,32,16,5,2,2,16,6,18,21,7,29,18,17,8,1,3,7,5,4,13,21,11,22,21,60,27,15,10,16,4,4,8,20,12,11,94,16,3,9,7,10,4,6,5,11,23,7,8,80,17,9,62,87,23,12,7,21,64,7,44,39,19,8,9,32,7,9,20,64,68,72,44,3,21,40,6,51,49,13,9,42,13,16,10,13,6,12,38,21,7,68,52,11,862314
01-11-2014,10,48,77,32,27,46,46,31,18,9,15,9,37,3,6,28,9,49,11,45,10,37,23,32,9,32,31,14,5,4,4,9,19,7,23,9,29,15,3,2,2,11,7,16,18,7,24,19,20,4,1,3,5,5,5,9,15,19,15,21,55,26,14,10,15,6,5,10,14,15,15,92,15,3,6,10,10,4,6,7,10,15,8,9,80,18,16,54,78,21,12,10,23,64,6,37,32,16,8,8,35,6,11,22,61,68,71,50,3,18,41,5,52,48,11,7,33,15,15,15,11,4,10,36,25,8,65,53,10,855608
