Week,a.influenza,acute.bronchitis,body.temperature,braun.thermoscan,break.a.fever,bronchitis,chest.cold,cold.and.flu,cold.or.flu,cold.versus.flu,cold.vs.flu,contagious.flu,cough.fever,cure.flu,cure.the.flu,dangerous.fever,do.i.have.the.flu,ear.thermometer,early.flu.symptoms,expectorant,exposed.to.flu,fever.cough,fever.flu,fever.reducer,fight.the.flu,flu.and.cold,flu.and.fever,flu.care,flu.children,flu.complications,flu.contagious.period,flu.contagious,flu.cough,flu.duration,flu.fever,flu.germs,flu.headache,flu.how.long,flu.in.children,flu.incubation.period,flu.incubation,flu.lasts,flu.length,flu.medicine,flu.or.cold,flu.recovery,flu.relief,flu.remedies,flu.remedy,flu.report,flu.reports,flu.symptoms,flu.test,flu.treatment,flu.treatments,flu.versus.cold,flu.vs.cold,get.over.the.flu,get.rid.of.the.flu,having.the.flu,high.fever,how.long.contagious,how.long.does.flu.last,how.long.does.the.flu.last,how.long.flu,how.long.is.flu.contagious,how.long.is.the.flu.contagious,how.long.is.the.flu,how.to.get.rid.of.the.flu,how.to.treat.flu,how.to.treat.the.flu,human.temperature,i.have.the.flu,incubation.period.for.flu,incubation.period.for.the.flu,influenza.a.and.b,influenza.a,influenza.contagious,influenza.incubation.period,influenza.incubation,influenza.symptoms,influenza.treatment,influenza.type.a,is.flu.contagious,low.body,medicine.for.flu,medicine.for.the.flu,normal.body.temperature,normal.body,oscillococcinum,over.the.counter.flu.medicine,over.the.counter.flu,painful.cough,pneumonia,rapid.flu,reduce.a.fever,reduce.fever,remedies.for.flu,remedies.for.the.flu,respiratory.flu,robitussin,signs.of.flu,signs.of.the.flu,sinus.infections,sinus,strep.throat,strep,symptoms.of.bronchitis,symptoms.of.flu,symptoms.of.influenza,symptoms.of.pneumonia,symptoms.of.the.flu,taking.temperature,tessalon,the.flu.virus,the.flu,thermoscan,treat.flu,treat.the.flu,treating.flu,treating.the.flu,treatment.for.flu,treatment.for.the.flu,tussin,tussionex,type.a.influenza,upper.respiratory,walking.pneumonia,what.to.do.if.you.have.the.flu,TOTAL PATIENTS
12-03-2011,22,45,63,40,33,54,43,20,25,12,10,11,42,4,8,48,13,59,9,49,12,42,21,42,15,20,28,5,7,4,8,11,24,19,21,12,21,16,7,2,3,5,9,12,25,16,31,17,17,3,1,3,3,7,13,12,10,26,26,26,67,24,24,19,16,10,12,14,31,16,12,69,12,4,7,17,22,14,10,15,23,38,29,10,76,17,17,46,64,43,7,12,24,69,5,45,45,20,22,13,51,5,10,34,74,91,92,53,3,27,46,6,39,41,8,5,41,14,17,17,15,6,13,39,47,29,65,65,16,741807
19-03-2011,18,35,61,22,26,47,36,15,14,6,10,10,39,3,7,46,12,57,5,53,11,39,17,39,5,15,21,5,6,4,8,10,16,13,17,3,18,15,7,2,2,12,9,11,14,12,27,17,16,3,1,2,3,7,8,6,10,16,24,21,58,20,25,26,15,10,10,18,23,14,12,54,11,3,6,21,18,11,11,9,21,39,22,10,65,18,16,52,65,23,11,9,19,62,8,41,37,16,15,8,44,4,8,31,71,84,88,41,2,22,45,5,45,39,6,4,23,14,12,8,10,7,11,39,47,22,48,59,8,728883
26-03-2011,14,42,59,35,26,50,34,17,16,9,8,7,39,3,4,60,13,51,7,56,7,39,15,34,6,17,20,5,6,2,6,7,16,9,15,7,13,13,5,2,2,7,7,10,16,7,24,16,15,2,0,2,3,5,6,9,8,15,18,11,54,18,30,31,13,5,5,11,19,14,11,55,13,3,3,8,14,6,8,8,15,25,15,7,73,16,13,46,67,26,11,7,34,61,7,52,39,15,15,5,42,4,7,32,71,83,87,47,2,13,42,5,44,44,6,4,36,13,13,9,8,8,16,43,38,15,53,60,9,739375
02-04-2011,11,48,61,38,25,47,40,16,12,11,7,7,33,2,3,54,7,46,8,46,4,34,12,26,10,16,15,3,3,3,5,7,10,8,12,10,11,12,4,2,1,10,6,7,12,6,14,14,11,1,0,2,2,6,7,11,7,11,20,21,57,22,25,27,12,6,8,12,17,11,10,61,11,3,5,13,11,5,6,7,11,18,11,7,73,11,10,46,67,29,6,6,24,58,6,46,37,17,13,7,43,3,6,35,72,82,86,43,2,17,39,5,35,41,6,4,30,8,10,5,12,9,24,42,39,11,49,57,9,729089
09-04-2011,9,34,58,27,18,43,36,13,10,12,6,5,32,3,6,34,8,40,7,47,6,32,10,20,7,13,18,5,3,2,8,5,10,7,10,6,10,11,4,1,1,10,3,8,10,8,9,11,15,1,1,2,3,5,4,12,6,6,15,11,53,18,20,25,11,3,3,10,16,10,10,59,11,2,2,16,9,4,4,6,10,16,6,4,73,12,6,46,66,20,9,5,27,57,6,51,37,11,9,4,40,3,4,31,69,83,87,41,2,11,35,4,36,37,5,3,30,9,8,6,8,7,11,38,32,6,50,49,7,691707
16-04-2011,10,45,60,30,23,43,27,13,11,5,8,5,30,2,5,36,6,55,4,49,4,30,11,31,6,13,15,4,3,4,4,5,11,11,11,6,11,10,3,1,1,8,7,6,11,4,20,11,11,1,0,2,2,5,6,5,8,15,19,13,52,18,21,24,10,5,6,9,15,7,8,67,9,2,3,6,10,4,5,3,9,24,5,5,78,8,6,40,55,18,4,7,34,56,4,46,31,10,15,6,38,2,4,26,68,79,83,49,1,15,35,4,34,40,5,3,28,9,12,6,6,6,9,38,31,5,49,48,11,662612
23-04-2011,7,34,52,29,23,41,31,12,11,5,5,4,26,3,4,38,7,29,4,41,5,26,10,31,6,12,16,3,2,2,1,4,7,5,10,5,9,8,2,1,1,10,2,6,11,6,14,7,9,1,1,1,2,4,2,5,5,5,13,9,52,16,14,17,8,3,2,5,9,9,9,48,7,2,4,7,7,2,5,6,7,10,6,4,68,7,5,37,57,14,3,5,26,50,4,45,32,5,8,7,37,3,5,26,66,73,76,34,1,12,34,3,35,37,3,3,27,7,10,9,7,6,11,26,35,6,47,46,17,681240
30-04-2011,6,35,54,25,18,38,28,12,10,8,5,3,26,2,2,33,9,40,5,42,4,26,7,29,4,12,12,3,2,1,2,3,9,6,7,12,11,9,2,1,1,8,5,6,10,6,14,10,7,1,1,1,2,4,4,8,5,13,15,7,50,15,19,20,9,4,3,8,18,6,6,57,9,1,3,10,6,3,6,3,8,12,5,4,66,9,10,37,55,13,7,6,18,50,2,39,32,13,12,6,34,3,5,27,63,69,75,37,1,13,31,3,39,29,4,3,23,6,10,4,4,5,9,42,28,5,44,43,17,655627
07-05-2011,6,28,57,23,19,36,26,11,9,10,5,4,25,2,5,27,6,35,6,40,4,25,8,34,2,11,10,2,2,3,3,4,7,5,8,2,8,8,2,1,1,12,2,5,9,8,17,9,6,1,0,1,2,4,5,10,5,7,12,5,51,17,16,16,8,3,3,7,10,7,8,49,5,2,3,10,6,2,3,5,8,18,2,4,66,7,8,37,57,16,4,4,27,47,2,35,42,9,6,3,31,2,4,23,64,71,75,33,1,13,27,3,37,35,3,2,27,7,8,5,8,5,9,26,30,2,40,43,14,651983
14-05-2011,5,31,51,21,21,37,25,11,7,5,5,4,26,3,6,33,5,40,4,41,5,26,7,28,2,11,11,3,2,2,5,4,7,5,7,3,8,6,2,1,1,7,3,5,7,4,16,5,7,1,0,1,1,3,1,5,5,6,13,8,52,17,12,9,6,3,2,4,10,8,8,52,9,1,3,9,5,2,2,2,6,15,2,3,65,10,8,40,59,12,5,2,28,48,5,32,31,4,4,4,35,2,2,25,66,72,75,34,1,9,25,2,38,29,3,2,30,4,6,3,4,4,10,42,28,2,38,44,12,620485
21-05-2011,4,29,52,26,23,38,29,10,9,4,3,3,23,2,2,24,4,35,4,41,5,23,6,29,4,10,7,2,2,2,2,3,6,4,6,3,6,5,2,1,1,5,5,7,9,4,8,8,5,1,0,1,2,3,3,4,3,4,14,6,50,17,10,13,5,1,3,5,13,8,6,50,7,1,6,4,4,3,3,2,6,11,4,2,58,9,10,38,55,11,4,4,16,45,3,46,32,11,9,4,32,2,2,22,61,72,75,30,1,10,26,2,38,32,3,2,32,5,4,3,6,3,9,31,31,4,42,42,12,586460
28-05-2011,4,31,50,33,22,34,27,8,8,4,5,3,20,2,3,33,4,35,3,31,3,20,7,28,4,8,11,3,2,1,2,3,4,3,7,3,8,4,2,1,1,14,2,5,8,9,12,9,6,1,0,1,1,3,1,4,5,5,13,4,48,15,7,8,4,2,2,4,12,3,6,50,7,1,2,5,4,2,2,2,5,9,4,2,58,7,6,37,53,12,3,4,34,43,3,36,26,9,11,3,28,2,4,22,58,73,76,32,1,10,27,2,44,31,3,2,22,3,3,4,6,3,13,32,29,4,36,37,5,531954
04-06-2011,3,28,53,25,19,33,33,8,7,4,4,3,23,2,4,34,4,43,4,39,3,23,9,39,6,8,13,2,2,1,4,3,4,3,9,3,6,4,2,0,0,11,2,5,7,10,15,8,6,0,0,1,1,3,3,4,4,11,14,6,50,15,6,7,4,2,2,4,17,6,4,56,6,1,2,5,3,3,2,2,5,10,3,2,58,7,5,38,54,12,5,6,29,43,3,43,28,8,6,2,28,2,3,23,58,70,74,30,1,7,26,1,41,29,3,2,27,4,3,2,4,3,9,32,28,3,37,37,5,564322
11-06-2011,3,20,50,22,19,31,28,7,5,4,4,2,20,2,3,29,5,38,5,29,3,20,7,27,3,7,13,3,1,2,2,2,4,4,7,8,10,3,1,0,0,10,2,4,5,4,13,9,5,0,0,1,2,3,2,4,4,7,5,4,54,15,5,3,3,1,1,2,5,3,4,43,6,0,3,3,3,2,2,2,4,10,4,1,59,8,4,40,57,10,14,7,26,41,3,40,27,10,9,4,28,2,3,23,56,66,69,31,1,7,23,2,35,30,2,2,15,3,4,2,4,4,9,20,28,4,40,40,7,539238
18-06-2011,3,20,47,22,17,28,21,5,7,4,5,3,21,2,2,44,2,31,4,29,3,21,6,28,5,5,8,1,1,2,1,3,5,3,6,3,8,3,2,1,1,5,2,5,6,4,7,8,6,0,0,1,1,2,2,4,5,5,9,5,49,14,5,4,3,1,1,1,7,6,7,36,3,1,4,5,3,2,2,2,3,5,2,2,58,6,4,42,53,12,6,3,21,38,2,35,27,7,6,2,26,2,3,21,53,61,65,22,1,3,23,1,34,26,1,1,24,6,6,4,8,2,3,33,28,2,30,32,5,532356
25-06-2011,3,19,42,25,15,25,24,5,4,4,4,2,20,1,3,26,4,32,4,29,4,20,7,23,4,4,11,2,1,1,3,2,3,6,7,3,9,3,1,0,0,5,5,6,4,3,9,6,9,0,1,1,1,3,3,4,4,5,5,9,49,15,3,2,3,2,1,2,4,3,4,37,5,0,3,10,3,2,2,2,3,6,2,2,55,6,6,29,43,8,5,5,15,36,5,37,30,7,3,1,25,2,2,20,50,58,62,26,1,3,21,1,27,29,2,1,13,4,7,3,6,2,12,22,22,2,31,31,5,506732
02-07-2011,2,25,47,22,21,25,20,6,4,6,3,2,15,2,2,29,3,21,4,24,4,15,5,33,3,6,10,2,1,1,3,2,3,3,5,3,6,3,1,0,0,10,2,3,4,3,6,6,7,1,1,1,1,3,2,6,3,2,3,6,51,15,4,4,3,1,1,2,3,6,5,41,5,1,2,3,2,3,3,3,3,7,2,2,53,4,5,37,51,9,4,3,7,36,2,44,29,7,7,2,26,1,3,19,49,55,59,24,1,5,18,1,36,21,2,1,24,4,3,5,4,4,9,26,22,2,31,31,5,468565
09-07-2011,2,23,45,25,21,25,21,6,5,9,1,2,17,2,2,29,3,30,3,22,3,17,6,24,5,6,6,2,2,1,2,2,3,3,6,8,8,3,1,1,0,7,2,5,5,5,11,4,6,1,1,1,1,2,2,9,1,2,7,5,54,15,5,3,3,1,1,1,11,5,5,39,4,1,2,3,2,1,3,2,3,7,2,1,56,7,4,33,47,7,5,4,14,34,4,28,23,6,5,2,22,2,2,20,46,54,57,24,1,3,16,1,31,28,1,1,29,6,4,2,4,3,6,31,24,2,27,29,5,526346
16-07-2011,3,23,46,25,17,24,19,5,4,4,3,2,13,2,4,25,4,23,1,25,2,14,5,24,3,5,8,2,1,1,2,2,4,2,5,5,10,2,1,0,0,10,2,3,4,2,11,4,4,1,1,1,1,2,1,4,3,2,4,5,51,14,2,2,2,2,1,2,6,3,6,40,5,1,2,4,3,1,4,2,3,6,3,2,55,6,7,34,47,6,4,2,15,34,3,30,21,4,3,1,21,2,2,17,47,51,56,19,1,3,17,1,34,22,2,1,22,3,5,3,4,2,5,27,23,3,29,31,5,518011
23-07-2011,3,19,49,22,16,20,19,6,3,4,3,2,16,1,2,23,1,32,2,27,2,16,5,29,4,6,8,2,1,1,1,2,3,2,5,2,4,2,2,0,0,5,2,2,3,4,13,6,5,1,0,1,1,2,2,4,3,5,6,3,43,13,3,3,2,1,1,2,5,2,2,47,5,1,2,6,3,2,2,2,3,7,3,2,57,3,2,35,51,7,3,1,16,33,3,26,24,6,3,2,23,1,2,19,47,51,55,16,1,5,17,1,30,26,2,1,21,3,11,3,4,1,7,31,22,3,29,27,5,514262
30-07-2011,3,19,49,17,18,21,18,5,4,4,4,2,16,1,2,26,3,35,2,27,2,16,5,28,2,5,7,2,1,2,1,2,5,3,5,2,6,2,1,1,1,10,4,2,4,2,3,5,5,1,1,1,1,2,1,4,4,8,7,3,42,15,3,2,2,2,2,2,7,2,4,46,4,1,2,4,3,2,2,2,3,6,2,2,62,2,2,35,49,8,9,5,16,32,3,35,31,5,3,3,20,1,1,18,46,50,55,18,1,5,15,1,35,20,2,1,19,4,3,2,4,3,5,23,21,2,28,23,4,496632
06-08-2011,2,14,43,18,12,21,21,7,4,4,2,1,16,1,2,20,2,31,4,23,2,16,5,26,4,7,8,2,1,1,2,1,3,2,5,2,7,3,1,0,0,10,2,3,4,2,5,4,4,1,1,1,1,2,7,4,2,3,5,6,39,13,4,3,3,1,1,2,7,5,6,49,5,0,2,2,2,2,2,2,3,3,2,2,56,4,5,35,51,9,6,2,12,32,2,28,28,3,6,1,22,1,2,17,47,46,50,18,1,4,16,1,30,17,1,1,15,3,3,3,4,2,5,23,19,2,26,29,4,521671
13-08-2011,2,17,45,20,15,21,19,7,4,6,3,2,14,2,1,27,3,33,4,26,3,14,5,31,5,7,9,3,1,2,1,2,4,2,5,5,5,3,1,0,0,10,4,4,4,2,7,7,5,0,1,1,1,2,2,6,3,6,5,5,41,13,4,3,3,1,1,2,5,1,2,34,4,1,3,5,2,1,3,2,4,6,2,2,57,5,5,27,44,10,3,1,8,32,2,28,19,8,4,2,22,1,2,15,47,47,51,16,1,5,16,1,34,20,1,1,18,2,3,2,4,2,4,25,21,2,25,28,7,531975
20-08-2011,2,17,42,20,15,20,21,7,3,4,2,2,13,1,2,18,3,29,5,23,2,13,6,26,4,7,9,3,2,2,3,2,6,5,6,4,9,3,2,0,0,10,2,4,3,2,17,6,5,1,0,1,1,2,1,4,2,5,8,6,42,12,3,3,3,1,1,2,7,5,4,35,6,1,2,4,2,1,4,3,3,5,2,1,54,6,6,35,44,12,5,2,8,32,2,22,24,3,3,3,20,2,3,18,47,48,52,16,1,3,15,1,31,23,2,1,23,3,6,3,4,1,5,23,22,2,31,31,9,551005
27-08-2011,3,24,50,20,13,23,21,7,6,4,3,2,15,1,4,24,3,35,6,24,2,15,6,29,3,7,12,5,2,2,3,2,5,4,6,2,11,3,1,0,0,5,2,4,6,4,11,6,5,0,0,1,1,2,2,4,3,9,8,6,44,12,4,3,3,1,1,2,8,4,4,44,4,1,2,6,3,1,4,1,4,9,2,1,59,4,4,42,53,9,7,4,15,33,2,31,26,7,4,3,25,1,2,19,49,50,53,17,1,6,16,2,28,18,2,2,21,2,2,2,4,1,3,27,26,2,28,29,4,548228
03-09-2011,3,21,56,23,14,25,22,12,6,4,3,2,16,2,2,30,3,32,5,24,3,16,8,35,5,12,10,4,2,2,3,2,8,8,8,4,9,5,2,1,0,5,5,5,6,4,14,8,4,1,2,1,1,3,1,4,3,3,7,5,42,14,6,5,5,2,1,2,6,4,6,47,6,1,2,4,3,1,2,2,4,13,4,3,54,9,9,46,58,10,13,4,15,35,4,23,27,9,3,4,25,2,1,20,51,50,55,20,1,5,19,2,41,29,3,2,21,3,3,2,4,2,8,30,28,4,30,33,5,514168
10-09-2011,3,24,60,24,18,28,29,12,9,6,6,3,18,2,2,24,2,34,7,33,4,18,8,37,8,12,12,7,3,3,2,3,7,5,8,4,13,5,4,1,0,12,4,8,9,5,10,7,11,1,1,1,2,3,3,6,6,4,10,10,43,14,7,4,5,2,1,4,15,5,6,53,8,1,4,2,3,1,3,4,3,12,4,2,61,9,11,52,61,11,11,6,16,40,6,43,26,9,6,2,30,2,3,23,55,52,55,22,1,3,23,2,39,25,4,3,22,4,6,5,5,3,3,30,22,4,32,30,6,575887
17-09-2011,4,22,60,29,19,31,30,14,11,6,8,4,18,1,3,20,6,38,7,41,5,18,10,37,7,14,15,9,4,6,3,4,8,9,10,8,12,8,3,1,1,9,4,9,11,3,17,11,4,2,1,2,2,3,5,6,8,8,15,10,45,14,9,6,8,1,2,4,17,6,11,70,12,1,2,7,4,1,3,3,3,13,4,4,62,11,7,48,62,18,11,7,10,45,3,38,26,12,9,5,31,3,5,21,59,56,60,28,1,5,24,3,38,24,4,3,25,7,6,4,5,3,9,24,30,4,45,40,4,584534
24-09-2011,4,30,68,35,22,36,33,18,15,14,10,3,20,2,3,26,7,44,6,37,3,20,12,36,9,18,13,10,5,4,5,3,9,6,12,6,16,8,4,1,1,9,4,11,14,4,6,14,10,2,1,2,3,4,4,14,10,6,10,11,46,16,9,6,8,2,2,5,8,7,7,81,12,1,3,5,4,1,4,5,5,15,3,3,62,12,7,56,72,25,10,8,17,50,5,35,30,18,17,5,35,4,6,26,63,61,63,35,1,7,28,3,35,33,4,4,24,8,12,8,11,4,12,32,35,3,44,41,6,605162
01-10-2011,5,34,63,25,22,38,39,20,18,8,11,5,22,3,4,30,6,39,5,37,3,22,14,42,5,20,18,11,5,4,4,5,9,8,14,9,17,9,5,1,1,7,4,12,18,6,16,11,14,2,2,2,3,4,6,8,11,6,19,12,47,16,10,7,9,2,1,5,14,11,9,75,12,1,2,5,5,3,2,2,6,14,6,4,70,16,9,49,69,16,14,11,25,53,8,30,26,13,11,4,40,4,6,25,61,64,67,38,2,8,28,3,45,36,5,4,29,9,10,4,6,6,11,43,32,6,46,49,5,778182
08-10-2011,5,32,67,22,17,39,36,23,19,5,11,5,24,2,4,24,8,40,10,42,5,24,15,32,7,23,18,12,7,3,3,5,11,6,15,12,18,10,6,1,1,9,9,13,19,7,25,14,15,2,2,2,3,5,4,5,11,8,8,12,48,16,10,9,10,4,4,7,6,11,7,70,15,1,4,5,5,1,4,2,7,12,5,5,68,11,7,49,70,20,11,7,20,53,6,31,29,15,8,6,47,5,7,26,63,62,64,34,2,10,30,4,37,35,6,5,30,9,12,7,7,4,9,38,36,5,43,53,6,791987
15-10-2011,5,40,64,22,19,42,37,22,16,8,11,5,26,2,4,28,7,32,5,47,4,26,16,41,7,22,21,13,6,7,4,5,15,7,16,12,20,10,6,1,1,13,5,14,16,6,24,15,12,2,1,2,3,5,4,8,11,5,13,8,50,17,9,6,10,2,2,6,10,10,13,66,13,1,2,5,5,2,4,5,6,16,4,5,72,11,11,44,64,20,9,9,16,57,4,36,30,19,14,5,41,4,6,24,58,61,63,40,2,8,35,4,41,29,5,5,21,10,9,8,13,6,13,32,40,4,42,54,9,794995
22-10-2011,5,34,63,32,19,45,39,19,18,9,11,5,24,2,4,26,9,51,6,43,4,24,18,32,9,19,25,11,7,5,4,5,12,9,18,6,20,8,6,1,1,9,8,14,18,9,24,16,15,2,1,2,3,4,4,9,11,9,8,13,47,17,11,10,8,3,3,5,10,12,12,69,12,1,4,7,5,2,4,5,7,12,8,5,65,16,14,46,65,25,17,10,24,59,6,27,25,14,11,7,39,4,9,24,59,61,64,39,2,10,32,4,52,38,7,5,29,10,12,8,16,4,10,40,38,8,48,55,7,788840
29-10-2011,5,32,63,19,17,45,37,26,18,9,11,6,26,3,4,28,9,45,9,43,5,25,16,28,11,27,24,13,7,4,4,6,14,10,16,13,20,10,6,1,1,7,8,14,18,6,36,13,16,2,2,3,3,5,4,9,11,12,14,13,50,19,12,10,10,3,3,6,14,13,14,70,15,3,7,5,5,3,5,3,9,16,5,5,69,14,14,47,67,23,15,9,20,62,6,36,39,14,6,6,44,5,8,23,60,64,66,43,2,11,37,4,43,39,6,5,24,8,11,11,10,5,12,36,35,5,47,58,6,784334
